LAKENAME,Survey Number,SITE_ID,Year,Month,Day,LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,NTL,PTL,SNOW,SNOW_YrMean,FIRE,FIRE_YrMean,LST,LST_YrMean,NPP,NPP_YrMean,Precip,Precip_YrMean,Tmean,Tmean_YrMean,Atmo_Pdep_2002,Atmo_Pdep_2007,Tot_Ndep_2000,Tot_Ndep_2007,Tot_Sdep_2000,Tot_Sdep_2007,N_CBNF_2007,N_Crop_N_Rem_2007,N_Fert_Farm_2007,N_Fert_Urban_2007,Human_N_Demand_2007,N_Human_Waste_2007,N_Livestock_Food_Demand_2007,N_Livestock.Waste_2007,N_Livestock_N_Content_2007,N_Rock_2007,nani,P_Crop_removal_2007,P_f_fertilizer_2007,P_livestock_demand_2007,P_livestock_Waste_2007,P_livestock_production_2007,P_nf_fertilizer_2007,P_human_food_demand_kg_2007,P_human_nonfood_demand_kg_2007,P_human_waste_kg_2007,P_Accumulated_ag_inputs_2007,NAPI,Total Input,Legacy,DamDensWs,PctWdWet2011Ws,PctHbWet2011Ws,wetlands,RunoffWs,ClayWs,SandWs,OmWs,BFIWs,AgKffactWs,P2O5Ws,Depth,logchl_A
Kirwin Reservoir,1,NLA06608-1052,2007,6,27,39.6145697,-99.1824015,3602.058559,1977.978547,3.123851641,2.471291711,0,1.142946116,0.041392686,0.042627461,1.547748869,1.338526858,0.406196405,0.196660419,1.756883339,1.785853842,1.35503737,1.089257564,0.837052818,0.964941878,0.912733847,0.985412171,0.470538768,0.460824731,0.771371059,1.468615674,1.458828825,0.007095385,0.019187149,0.014491227,1.076958838,0.953332718,0.597430093,0.358006115,1.123667497,0.784485254,0.738784624,0.712222478,0.564779815,0.395145557,0.001087454,0.002010095,0.001571173,0.003171075,2.454148656,1.4760889,2.795336386,3.876685056,0.007822755,0.369883856,0.020128633,0.378586972,0.955277446,1.363948907,1.005895393,0.159147153,1.550977071,0.065964134,0.065366222,0.886490725,1.472171147
Camp Seneca Lake,1,NLA06608-1055,2007,7,24,39.9208141,-81.4692824,0.374180733,10.3230291,3.169674434,1.949390007,0,0.970036777,0.041392686,0.041392686,1.426652133,1.202424664,0.465862747,0.391480381,2.168468017,1.99235098,1.345275694,1.08598885,1.112444129,1.124380318,1.22014889,1.157028919,1.562003231,1.501440434,1.332061529,1.686890854,1.224707287,0,0,0,1.65002699,1.556759496,0.983772116,0.615566258,1.398363951,0.907752901,0.702150947,1.225497032,1.045579259,0.826120862,0,0,0,0,2.959792775,2.652143244,3.411794335,6.570515727,0.538851415,0,0,0,2.597695186,1.545065063,1.081505027,0.13269029,1.51851394,0.043066538,0.07710798,0.579783597,1.957655167
Indian Lake,1,NLA06608-1056,2007,9,27,38.0883745,-91.4520107,39.27204366,114.9874631,2.667452953,1.361727836,0,0.702036837,0.041392686,0.041392686,1.45274,1.288951838,0.434015377,0.360462212,1.967267099,1.979370036,1.35039341,1.158393906,0.961613274,1.030147388,1.064394141,1.012645785,0.940467906,0.908601261,0.684836489,1.173083378,1.157045131,0.194483591,0.676822031,0.581824743,1.212520177,1.126279112,0.595268909,0.375537816,1.322075053,0.50695182,0.516181398,0.828412509,0.66687325,0.490290587,0.04619923,0.142232858,0.114855769,0.207399592,2.521852094,2.212659863,2.64953155,6.228158839,0.031858954,0.07786857,0,0.07786857,2.51054501,1.5485203,1.368844138,0.178414204,1.38491484,0.052675697,0.064766818,0.924279286,0.989004616
Cle Elum Lake,1,NLA06608-1057,2007,8,14,47.2669021,-121.094003,523.9060946,1816.322738,1.462397998,0.301029996,0.376203233,1.75845938,0.041392686,0.048457989,1.322015699,0.885442098,0.75296292,0.448046385,1.30911152,2.230186433,1.170478551,0.820391858,0.881510178,0.885941585,0.642895077,0.558624981,0.655560852,0.389547736,0,0,0,0.004384768,0.06912859,0.052927317,0,0,0,0.322780659,0.072889258,0,0,0,0,0,0.000724079,0.007653469,0.005990756,0.012029104,0,0.033331238,0.882553005,0,0,0.323569445,0.096910759,0.372274975,2.740680649,1.106179534,1.633165006,0.385882184,1.801911071,0,0.060389588,1.307496038,0.06069784
Lake of the Woods,1,NLA06608-1058,2007,9,5,42.3649156,-122.2142097,100.202521,477.1466455,2.235528447,0.301029996,0,1.651853085,0.041392686,0.041392686,1.311920644,1.061329272,0.606419454,0.525966792,1.303455258,2.088025582,1.080518257,0.857563658,1.153033943,0.638087716,0.647505431,0.611154494,0.289839869,0.320052627,0,0,0,0.003926855,0.054724892,0.041737886,0,0,0,0.138125678,0.058305597,0,0,0,0,0,0.000280385,0.006077618,0.004755389,0.009562186,0,0.025745441,0.881830176,0,0.008527004,0.008822437,0.164740084,0.170796774,2.273794121,1.233494721,1.635942989,0.497201672,1.88941314,0,0.108406924,1.214843848,0.255272505
Lake Winnebago,1,NLA06608-1059,2007,7,30,44.0055158,-88.4158331,15511.6574,53988.61144,3.148294097,2.209515015,0,1.259942121,0.041392686,0.044197253,1.433723456,1.103214205,0.430470767,0.314871273,1.932256232,1.759677993,1.336496274,0.919072458,0.95790262,0.978042142,1.08165458,0.999938413,0.895635236,0.762125511,1.133859087,1.484598073,1.349723235,0.164394723,0.463230998,0.385853604,1.383088247,1.270192308,0.814939586,0.287183,1.405804862,0.739753022,0.617027512,0.887852509,0.739747176,0.509467723,0.022281763,0.077457364,0.061654532,0.116749832,2.635870658,1.976817634,2.858055644,5.84338782,0.002919357,1.160187977,0.826124056,1.304521015,2.482989955,1.217080337,1.696760121,1.045403658,1.802811264,0.038757083,0.061311925,0.698970004,1.610660163
Grass Lake,1,NLA06608-1070,2007,7,11,46.0972678,-97.2373177,23.27427049,256.2104237,3.073351702,2.889301703,0,1.388129647,0.041392686,0.046478906,1.475350847,1.103785768,0.279787258,0.16992077,1.802910493,1.847976028,1.381160219,0.879525937,0.762098364,0.868490447,0.963265103,0.98486668,0.584036392,0.571663944,1.698290108,1.973973211,1.880825464,0.077214977,0.049858854,0.037976555,0.842844677,0.744757203,0.381627259,0.391161495,1.56367804,1.15163059,1.159132291,0.539079804,0.415387732,0.268940038,0.015237842,0.005429057,0.004247243,0.008545413,2.68702483,1.401548703,3.470679052,5.593572928,0,0.058931618,0.748647291,0.759762827,1.322219295,1.481325592,1.420396127,0.400354651,1.531277524,0.073809367,0.061969782,0.62324929,1.38219721
Ice Lake,1,NLA06608-1073,2007,8,13,45.2293638,-117.2723703,9.592514295,24.3012032,1.838849091,0.602059991,0,1.707430465,0.041392686,0.041392686,1.403647337,0.848887846,0.49553342,0.317903012,1.218798003,2.003539511,1.073351708,0.505206518,0.658708581,0.943828262,0.53072118,0.519878254,0.312224115,0.265025108,0,0,0,0,0,0,0,0,0,0.144743537,0.001044752,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0.093268234,0.093268234,2.857332496,0.604474437,0.636411687,0.072369187,1.851258349,0,0.067498031,1.462397998,0.127104798
Echo Lake,1,NLA06608-1075,2007,8,27,45.3526489,-89.4724038,0.857476162,22.97503083,2.609594409,0.954242509,0,1.405275531,0.041392686,0.041392686,1.415302031,1.02381393,0.497577162,0.370366997,1.889357727,1.76836057,1.296774832,0.804451803,0.877154149,0.917657255,1.030846325,0.93675575,0.876911085,0.724715685,0,0,0,0.406243546,1.053838479,0.942097653,0,0,0,0.214704734,1.112511382,0,0,0,0,0,0.069806948,0.314634463,0.262681397,0.428170894,0,1.474069176,0.999464736,5.082824222,0,0.962691058,0,0.962691058,2.439332694,0.868056362,1.77283517,1.120902818,1.763427994,0.000172724,0.0735127,0.414973348,0.742725131
Horse Creek Reservoir,1,NLA06608-1083,2007,6,29,39.9937406,-104.5793379,69.91538279,284.4633033,3.4448252,2.725094521,0,1.341235845,0.041392686,0.041392686,1.605847772,1.368818667,0.16919755,0.136511469,1.121723942,1.560143348,1.328252157,1.038533237,1.012439221,0.992059973,0.836885087,0.855198619,0.355768411,0.296097663,1.233242452,1.665390854,1.470409759,0.015852964,0.47606063,0.397387451,1.628106832,1.50332583,1.064702313,0.35680281,1.522007569,0.879410236,0.504067445,1.162265851,0.991203248,0.758194203,0.002026006,0.082476569,0.065725547,0.123974338,2.772994268,2.271062538,3.179469348,6.648564437,0.006228274,0.122641876,0.248512921,0.321909201,1.342422681,1.37910904,1.451995822,0.176862401,1.696391591,0.083174525,0.055113407,0.897627091,2.504117302
,1,NLA06608-1086,2007,8,27,47.3443775,-100.0458254,2.503540786,44.4142637,3.59670703,1.968482949,0,1.442831468,0.041392686,0.043673313,1.465218878,1.098650533,0.385363449,0.209107158,1.452399841,1.6301078,1.289310177,0.75978585,0.795096884,0.905653967,0.910085801,0.852982741,0.758659653,0.646081213,0.871447355,1.218607538,1.116503535,0.208840457,0.086055417,0.066181572,0.909216629,0.830420517,0.370379335,0.443119184,1.025324541,0.508368727,0.520012429,0.560414015,0.423293946,0.297530781,0.033026373,0.009628728,0.007540608,0.015114176,2.103865506,1.377716003,2.320391441,3.130783922,0,0.045678521,0.687934124,0.697704761,1.218112319,1.393338915,1.458800874,0.270187169,1.368109648,0.019705654,0.053857017,0.414973348,1.172018809
Pennoyer Farm Pond,1,NLA06608-1087,2007,7,20,35.0563642,-82.3396067,0.650448714,4.393146145,2.437750563,1.176091259,0,0,0.041392686,0.041392686,1.515498363,1.363236793,0.47022755,0.420430078,1.694254104,2.013795415,1.410524183,1.233080761,1.017776014,1.041566378,1.051888965,0.969651119,0.953084797,0.870112913,0.083125297,0.71064961,1.115429016,0.743460837,1.184466297,1.069505944,1.002181895,0.921740108,0.431256735,0.299010347,1.549367127,0.233883692,0.369452399,0.627194384,0.483848013,0.340741055,0.222043272,0.392969701,0.332367718,0.521738352,2.662521959,2.485715108,2.323268346,6.513587383,0,0,0,0,2.674861141,1.617182452,1.478958159,0.132281387,1.785329835,0.003985608,0.049218022,0.447158031,0.660865478
Lake Mary Ronan,1,NLA06608-1089,2007,7,20,47.9261558,-114.4032969,77.40217539,604.0886892,2.46834733,0.954242509,0,1.413875926,0.041392686,0.041392686,1.616107342,1.179290119,0.255557376,0.341897756,1.396504467,1.620227175,1.354684547,0.872696374,0.651797297,0.987925783,0.500762389,0.532868808,0.338697403,0.277526121,0.074776282,0.15618385,0.110505035,0,0,0,0.093792524,0.079664341,0.016917944,0.303827191,0.095689285,0.025485265,0.020449604,0.036094624,0.02298066,0.013815362,0,0,0,0,0.819555755,0.042102687,0.952063235,0,0,0.220932649,0.021718756,0.234121166,2.840105275,1.180811231,1.55250534,0.171138405,1.879763175,0.001202233,0.047520328,1.089905111,0.309630167
Alkaline Lake,1,NLA06608-1091,2007,7,16,46.6455476,-99.5662283,1223.154329,1623.508654,3.398634325,1.959041392,0,1.39103472,0.041392686,0.041392686,1.491857812,1.124789101,0.224575881,0.202420198,1.737883276,1.756166717,1.371629884,0.820798603,0.753437495,0.910495801,0.880059116,0.942813397,0.6570482,0.593261253,1.069539828,1.431846018,1.333255238,0.095784712,0.046118204,0.035091625,1.034593603,0.947509259,0.472403885,0.348045202,1.160390852,0.676441407,0.662358152,0.674233967,0.526122925,0.373803091,0.013527378,0.0049629,0.003882102,0.00781408,2.256091769,1.553792254,2.642101123,4.442366942,0,0.002246307,0.788948121,0.789314104,1.041392685,1.344064041,1.593177094,0.300617182,1.435867987,0.027731971,0.053176499,0.633468456,1.135768515
Spencer Dam Reservoir,1,NLA06608-1096,2007,8,2,42.8028323,-98.6667271,26630.14709,58.97621997,2.823474229,2.235528447,0.031029564,1.054376832,0.041884946,0.041412882,1.574635322,1.32436169,0.111082732,0.173972807,1.93317113,1.673441585,1.382053752,0.989082252,0.702105774,0.942041186,0.861709148,0.921558395,0.457802127,0.478433395,0.672671554,1.084215141,0.999360944,0.007330351,0.022223823,0.016799001,1.041341999,0.948199966,0.494581666,0.336127814,1.021056238,0.437803648,0.352398023,0.673645241,0.522245774,0.378088494,0.001205598,0.002343127,0.001831647,0.003695642,2.228498303,1.375264883,2.227063295,5.272090609,0.00174494,0.228386954,0.611935148,0.679786022,1.856404716,1.013188575,1.83276461,0.202101508,1.858522884,0.009592084,0.056246868,0.397940009,1.570192561
Quivira Lake,1,NLA06608-1100,2007,6,28,39.0361826,-94.7692285,11.61533445,55.86729628,2.419955748,0.954242509,0,0.830863036,0.041392686,0.041392686,1.52274193,1.338336212,0.478827718,0.283140904,2.100456692,2.002216474,1.381633923,1.151905872,1.017291748,1.064218322,1.164136534,1.182618924,0.836237748,0.82872483,0.414748198,0.617966029,0.588838177,1.292769528,1.522845164,1.402872164,0.333754775,0.285507724,0.088754925,0.430623979,1.734203283,0.160232189,0.129562933,0.152008643,0.101554001,0.062825444,0.618772019,0.637433164,0.557378906,0.797631979,1.582100844,2.922840406,2.265887195,3.55135975,0.127569262,0.182527005,0.067818136,0.228247238,2.365487985,1.497350145,0.754207751,0.359965712,1.361727836,0.007808536,0.115422961,0.903089987,0.591064607
Highland Lake,1,NLA06608-1101,2007,9,9,41.1692142,-74.4640996,5.819602438,128.792843,3.234010818,2.041392685,0,1.051886496,0.041392686,0.041392686,1.353623958,1.156943238,0.619446664,0.513589825,1.336909803,2.065017656,1.268782667,1.011367768,0.920029364,0.923560546,1.232910394,1.13689235,1.230958278,1.14684992,0,0,0,0.706747279,1.361757502,1.243699617,0,0,0,0.538309659,1.433189571,0,0,0,0,0,0.222011148,0.51393276,0.442451894,0.660730863,0,2.252356601,1.284116325,0,0.127901319,0.885827025,0,0.885827025,2.755633379,0.958206641,1.735762854,0.558187441,1.637339193,0,0.052092005,0.531478917,2.113073894
Alruss,1,NLA06608-1102,2007,7,16,48.0427271,-91.8024377,0.438064855,11.79561821,2.36361198,0.698970004,0,1.513144166,0.041392686,0.041392686,1.364100224,0.875592891,0.574031268,0.437541462,1.648603924,1.761796327,1.306317779,0.681787538,0.774796413,0.877871582,0.835827977,0.875556859,0.598826501,0.583697071,0,0,0,0,0,0,0,0,0,0.088255369,0.060159488,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.713941013,0,0.713941013,2.485721426,1.021602716,1.711132072,0.588831726,1.73239376,0,0.049980471,1.127104798,0.491361694
O'Shaughnessey Reservoir,1,NLA06608-1103,2007,8,28,40.2092553,-83.1403996,2540.508993,367.9788005,3.810904281,2.352182518,0,0.977270083,0.041392686,0.041995454,1.457171706,1.226005506,0.436369278,0.307090621,2.229794038,1.957974538,1.394984939,1.066202576,1.017274633,1.04179519,1.198752972,1.129166605,1.262024877,1.201588094,1.777339983,1.997384467,1.668991621,0.389326322,0.80769124,0.705266271,1.015536494,0.903677253,0.525484208,0.37104863,1.322995967,1.169595867,1.048329127,0.647435847,0.524880656,0.320521525,0.076185736,0.192793238,0.157326926,0.274791577,3.038567701,0,3.313151725,4.020701618,0.002391344,0.010824279,0.108875817,0.117323081,2.513156513,1.55527813,1.158501503,0.474202691,1.423011038,0.111579684,0.033530946,1.079181246,1.078456818
,1,NLA06608-1107,2007,8,27,45.8905697,-99.0392551,6.919592846,58.99780354,3.889357737,2.86569606,0,1.442059827,0.041392686,0.041392686,1.463163804,1.125984743,0.293049189,0.211247761,2.030194773,1.719476304,1.306960855,0.839635142,0.703261294,0.871698426,0.920561309,0.928846499,0.618849171,0.57258247,0.780301146,1.118958863,1.017655437,0,0,0,0.679576754,0.600412846,0.254495116,0.415549148,0.798606546,0.440294272,0.392860434,0.397471935,0.292986766,0.185827182,0,0,0,0,1.879328482,0.634662048,1.947493457,4.117625973,0,0,0.201891398,0.201891398,1.226566099,1.429622731,1.471422689,0.335043481,1.468490726,0.00956242,0.059465341,0,1.699230503
Lake Mattoon,1,NLA06608-1108,2007,6,21,39.3479549,-88.4681896,145.150024,363.2721174,3.123524981,2.103803721,0,0.891612079,0.041392686,0.041392686,1.540339319,1.25814435,0.515550524,0.262035116,2.072757082,1.923993971,1.382539325,1.117721377,1.055981953,1.100525616,1.127269791,1.091617552,1.172162037,1.063969758,1.790283519,2.033730445,1.834478718,0.11084825,0.418772784,0.346160295,1.059594649,0.939186478,0.577203248,0.40231626,1.498866206,1.227419014,1.037714512,0.73398495,0.608477435,0.37296271,0.020280032,0.06710176,0.053283505,0.101726147,2.978178656,0,3.33451588,6.358383563,0.005944609,0,0.010642397,0.010642397,2.506748828,1.452092597,1.198429967,0.31145761,1.428033576,0.099459969,0.099846017,0.886490725,1.765891976
North Ash Lake,1,NLA06608-1111,2007,7,10,44.430652,-96.2903006,10.49158504,34.05381208,3.176380692,2.28780173,0,1.300944495,0.041392686,0.041392686,1.448499395,1.132649561,0.378712575,0.199257274,1.41946008,1.83407084,1.367914737,0.895790749,0.789887291,0.931885849,1.08393939,1.145125759,0.656502975,0.684335443,1.719828586,2.022366652,1.807760982,0.039159176,0.236253263,0.188363811,1.244769051,1.107535538,0.760444488,0.322845442,1.381071726,1.211469069,1.082947248,0.975562971,0.846858226,0.534587792,0.006851352,0.031374198,0.024702157,0.048574865,2.913878056,1.44775516,3.592511982,5.872006509,0,0,0.690478485,0.690478485,1.977723605,1.406369835,1.431348822,0.348304863,1.521567296,0.079951638,0.076160378,0.176091259,1.674125983
Lake Hickory,1,NLA06608-1113,2007,7,16,35.7984722,-81.2984032,3395.253515,1558.997979,2.075546961,1,0,0.033014675,0.072685513,0.087797845,1.445013207,1.299273353,0.598291582,0.534442807,1.961501503,2.009497448,1.371667774,1.170732463,1.013639991,1.03631304,1.035753668,0.990459622,0.969430109,0.863467352,0.168715192,0.527264214,0.639074949,0.371078162,0.806388554,0.704027614,0.818208001,0.712861537,0.383314748,0.218113195,1.126427512,0.13714851,0.290555653,0.622736053,0.489024127,0.324628158,0.172858211,0.192433549,0.157022024,0.274321101,2.167491155,2.129599533,2.214664961,5.416509768,0.010363751,0.10311288,0.007792137,0.1092698,2.844786221,1.410544831,1.605312106,0.219347982,1.769614718,0.011440517,0.054267783,1.307496038,0.932980822
Moon Lake,1,NLA06608-1114,2007,6,21,30.4715862,-88.612594,1.004248587,25.56557379,2.747411808,1.806179974,0,0,0.041392686,0.049347258,1.504401281,1.39770057,0.302736459,0.470950768,1.909235,2.066360871,1.447894159,1.310996278,1.092450447,1.147697967,1.038692014,0.927529617,1.041474007,0.962243939,0,0,0,0,0,0,0,0,0,0.548956831,0.031131758,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,1.767083644,1.314915964,1.892873839,2.851258349,1.51733045,1.258475626,0.364204125,1.612783857,0,0.049816318,0.698970004,1.130333768
Powderhorn,1,NLA06608-1115,2007,7,30,41.6389731,-87.5295974,4.724734036,37.63786499,3.017867719,1.301029996,0,1.085920478,0.158362491,0.120546512,1.533385682,1.244160196,0.447951148,0.315325586,2.160108203,1.957675119,1.376074839,1.079422454,1.266107001,1.281426556,1.259262898,1.201244962,1.194809791,1.111329398,0,0,0,0.992299931,1.871027786,1.748691533,0,0,0,0.475818069,1.919927297,0,0,0,0,0,0.564802693,0.952039977,0.858202147,1.132438435,0,3.517788073,2.011707206,0,0,0.728974885,0,0.728974885,2.603226733,0.8876173,1.896085085,0.136720567,1.522633186,0,0.021807399,0.69019608,0.733999287
Oaks Park Reservoir,1,NLA06608-1119,2007,8,30,40.7577555,-109.6229151,30.08087216,49.90333868,2.424881637,1.230448921,0,1.775693565,0.041392686,0.041392686,1.379355472,0.879559407,0.160423625,0.235523481,1.736715141,1.745965639,1.146902858,0.476517664,0.658712376,0.994970524,0.779755647,0.799471928,0.463848958,0.425112762,0,0,0,0.000325307,0.02807379,0.021255644,0,0,0,0.456964581,0.029095195,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.738898126,0,0.738898126,2.051673061,1.145966,1.755701886,0.193882634,1.768926861,0,0.055060446,0.806179974,0.506505032
Kettle Brook Reservoir #1,1,NLA06608-1122,2007,7,26,42.2585591,-71.8917556,11.9754458,4.350063844,2.503790683,1,0,1.146900839,0.041392686,0.041392686,1.364100224,1.109248948,0.625563586,0.528083754,1.988870972,2.027329216,1.347037146,1.013328863,0.932038248,0.916074247,1.183062802,1.088174642,1.14186093,1.004759478,0.174610116,0.719745835,0.746648329,0.732107488,1.226854461,1.111036999,0.744212419,0.66003164,0.296172627,0.373944208,1.409375135,0.226068531,0.205805582,0.375285946,0.281578893,0.164511962,0.181095451,0.420991405,0.357619146,0.554466099,2.404055201,2.15767174,1.829771654,5.878330516,0.151443515,1.087619902,0.567756319,1.174107977,2.834964154,0.871572936,1.668944734,0.252853031,1.725937382,0.007102971,0.059588159,0.414973348,0.840106094
Laguna Madre,1,NLA06608-1124,2007,7,17,36.6037968,-104.6397618,2.173676832,122.3773218,2.63748973,1,0,0.699197926,0.041392686,0.041392686,1.579873572,1.378521891,0.31532558,0.199932169,1.90883338,1.606193204,1.348985958,1.021292686,0.919678367,0.965534239,0.643731377,0.645839169,0.324360355,0.304567313,0,0,0,0,0,0,0,0,0,0.521791551,0.006788216,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.525904489,0.600436459,0.802206549,1.278753601,1.570016852,1.202829876,0.171849345,1.668994597,0,0.04540005,0.431363764,0.338456494
Wononpakook Lake,1,NLA06608-1125,2007,8,7,41.9375191,-73.4545047,11.50018456,68.80830546,2.499687083,1.255272505,0,1.11639157,0.041392686,0.041392686,1.398896446,1.106915992,0.60536019,0.469684341,1.810456549,2.03811105,1.321045805,0.976833791,0.920029364,0.923560546,1.164883623,1.042693408,1.179390629,1.060715344,0.554011842,1.288847456,1.14513628,0.367447494,0.83271057,0.729091425,1.186792716,1.089360275,0.61168366,0.52080694,1.2182548,0.597045886,0.336662475,0.720344084,0.579709047,0.38967747,0.099799308,0.20370891,0.16659805,0.289013635,2.729272533,1.586376936,2.356332168,6.055406254,0,0.91891115,0.571416077,1.042350888,2.824776462,1.044736266,1.536027745,0.678977332,1.706710359,0.034880857,0.039754472,0.875061263,0.71432976
Blue Ridge,1,NLA06608-1129,2007,6,6,34.5380785,-111.2044517,184.2098932,118.4056521,2.527629901,1.113943352,0,1.266863552,0.041392686,0.041392686,1.504401281,1.230298025,-0.251018852,0.421241083,0.31386722,1.667886367,1.281990549,1.017388642,0.685198757,1.02838213,0.938325292,0.934893859,0.446783291,0.492810424,0,0,0,0.010500072,0.057315686,0.04374441,0,0,0,0.345632172,0.066685095,0,0,0,0,0,0.002448522,0.00628374,0.004916919,0.009885146,0,0.031608572,0.885365819,0,0.0023529,0,0,0,1.679670656,1.491717233,1.624914018,0.108568203,1.567948512,0,0.0423861,1.283301229,0.725911632
