Farm_name,City,State,Last_updated,Association_memberships,farm_count,Naturally_grown,GAP_cert,Cert_organic,Cert_natgrown,IPM,ROP_cert,Demeter_cert,animal_welfare,grass_fed,conventional,transitional,kosher,halaal
From the Ground Up Farm,Hunter,North Dakota,5/22/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Front 9 Farm,Lodi,Ohio,3/30/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Front Porch Farm,Healdsburg,California,1/25/2021,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
Slow Food USA ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Frontier Family Farms,Dowelltown,Tennessee,10/13/2011,,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Frontier Farm,Waldo,Ohio,7/1/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Frontier Farms of the Ozarks,Chadwick,Missouri,5/11/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frost Farms,North Branch,Minnesota,2/5/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frost Valley Farm,Rexville,New York,6/27/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Frosted Hawk Farm,Bristol,Virginia,8/13/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Frosted Pines Farm,Deposit,New York,7/29/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Frugal Bounty,Elyria,Ohio,7/29/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruhlingskabine Micro-Farm,Sonora,California,8/22/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruit Acres Farm Market & U-Pick,Coloma,Michigan,5/30/2006,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Fruit Haven,Lafayette,Indiana,8/19/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruit Ridge Hayrides,Kent City,Michigan,2/16/2011,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fruit Strength Farm, Ltd.",Marysville,Ohio,2/4/2015,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Fruit of the Coop,Brandon,South Dakota,2/18/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Fruit of the Farmer Homestead,Cooper,Texas,6/24/2019,,1,1,0,1,0,1,0,0,0,0,0,0,1,1
Fruit of the Fungi,Lebanon,New York,8/4/2016,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fruitdale Farm,Wheat Ridge,Colorado,8/9/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Fruitful Earth Farms,Lake City,Florida,9/1/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Fruitful Farm & Nursery,Arlington,Washington,5/30/2016,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Fruition Seeds,Canandaigua,New York,7/11/2013,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fruits and Feathers Farm,Spring Grove,Illinois,12/20/2021,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Fruth's Sugar House, Greenhouse & Floral Shop",Vanlue,Ohio,2/11/2005,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fry Family Farms,Medford,Oregon,1/16/2018,"
National Farm To School Network (FTS)
",1,0,1,1,0,0,0,0,0,0,0,0,0,0
Fry Farm,Bethlehem,Georgia,10/20/2015,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Fry Road Produce Co.,Albany,Oregon,12/28/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuhrer's Farm,Sherrodsville,Ohio,1/25/2021,,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Fuhrmann Orchards,Wheelersburg,Ohio,10/29/2015,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Fujii Farms,Troutdale,Oregon,5/29/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulcrum Farms,Flossmoor,Illinois,1/21/2014,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Full Basket Farm,Littleton,Massachusetts,2/26/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Bloom Farm,Lummi Island,Washington,2/20/2012,,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Full Bloom Flower Farm,Sebastopol,California,1/28/2014,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Full Cellar Farm,Jefferson,Maryland,1/5/2013,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Full Cellar Farm,Boring,Oregon,2/21/2022,"
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,1,0,0,0,0,0,1,0,0
Full Circle Bison Ranch,Williams,Oregon,5/2/2007,"
Chefs Collaborative ()
Slow Food USA ()
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Full Circle Community Farm,Seymour,Wisconsin,4/4/2020,"
Wisconsin Farmers Union ()
American Pastured Poultry Producers (APPPA)
FairShare CSA Coalition ()
National Young Farmers Coalition (NYFC)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Full Circle Family Farm,Oxford,Kansas,3/28/2013,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Full Circle Farm,Troutville,Virginia,5/8/2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Circle Farm,Victor,Idaho,1/27/2015,,1,0,0,1,0,0,1,0,0,1,0,0,0,0
Full Circle Farm & Forestry,Middleburgh,New York,2/26/2018,"
Northeast Organic Farming Association (NOFA)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Full Circle Farms,LAKEVIEW,Michigan,12/31/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Circle Organic Farm,Howell,Michigan,6/14/2017,"
Organic Crop Improvement Association (OCIA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Full Circle Organic Farm in Davis,Davis,California,12/14/2012,"
California Certified Organic Farmers (CCOF)
",1,0,0,1,0,1,0,0,0,1,0,0,0,1
Full Circle Washington,Carnation,Washington,1/29/2014,"
Land Stewardship Project (LSP)
Chefs Collaborative ()
Tilth Alliance ()
Slow Food USA ()
National Farm To School Network (FTS)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Full Circus Farm,Pine Plains,New York,2/27/2018,,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Full Cycle Farmery,Jefferson,Georgia,5/17/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Day Farm,Scarborough,Maine,4/18/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Earth Farm,Quincy,Florida,4/2/2020,"
Certified Naturally Grown (CNG)
Southern SAWG (SSAWG)
",1,0,0,0,1,1,0,0,0,0,0,0,0,0
Full Expression Farm,Leonard,Texas,11/7/2016,"
Texas Organic Farmers & Gardeners Association (TOFGA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Full Hollow Farm,Belding,Michigan,3/24/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Moon Apiary,Monticello,Florida,11/16/2018,"
Southern SAWG (SSAWG)
Farm and Ranch Freedom Alliance (FARFA)
",1,0,0,0,0,1,0,0,0,0,0,0,0,0
Full Moon Farm,Deep Gap,North Carolina,2/22/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Full Moon Farm,Gardiner,New York,5/8/2014,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Full Moon Farm,Hinesburg,Vermont,1/14/2014,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Full Moon Farm, LLC",Sperryville,Virginia,1/30/2019,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Full Moon Farms,Winterville,Georgia,12/29/2012,"
Certified Naturally Grown (CNG)
",1,0,0,0,1,0,0,0,0,0,0,0,0,0
Full Moon Farms & Micro-Dairy,East Dublin,Georgia,4/23/2022,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Full Nest Farms,Edenton,North Carolina,12/7/2018,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Full Plate Farm,East Dummerston,Vermont,1/19/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Plate Farm,Ridgefield,Washington,9/26/2017,"
Tilth Alliance ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Plate Farm,Skandia,Michigan,2/6/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Full Pocket Farm,Montpelier,Virginia,11/4/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Quiver Farms,Kemp,Texas,10/31/2016,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Full Revolution Farm,Urbandale,Iowa,3/18/2022,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Full Sircle Farms,Liberty,Missouri,1/11/2018,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Full Table Farm,Napa,California,8/9/2016,"
Community Alliance with Family Farmers (CAFF)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
Fullcircle Farm,Greencastle,Indiana,10/24/2017,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Fullei Fresh,Miami,Florida,12/14/2018,"
Certified Naturally Grown (CNG)
Quality Assurance International (QAI)
Buy Fresh, Buy Local ()
",1,1,0,1,1,0,0,0,0,0,1,0,0,0
Fullers Farm,Falls Church,Virginia,9/15/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulper Family Farmstead,Lambertville,New Jersey,3/30/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Fulton Farm CSA,Chambersburg,Pennsylvania,3/30/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun Girls Farm,Headland,Alabama,11/12/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun-Tastic Farm,Limerick,Pennsylvania,7/29/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FungusAmongUs,Snohomish,Washington,2/15/2015,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Funkhaus Farm,Effingham,Illinois,2/28/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Funky Chicken Farm,W. Melbourne,Florida,9/30/2016,"
Certified Naturally Grown (CNG)
Southern SAWG (SSAWG)
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Funky Little Farm,Winthrop,Minnesota,3/3/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Funky Spun,Yacolt,Washington,8/2/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Funny Farm Eggs,ST. CLOUD,Florida,1/16/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Girl Farm,Durham,North Carolina,2/15/2017,,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Fusilier Family Farms,Manchester,Michigan,5/19/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusilier Family Farms and Greenhouse,Manchester,Michigan,1/18/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusion Farms,Caddo Mills,Texas,2/12/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Futter's FODDER Farm,Aguanga,California,10/22/2015,,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Future Farms,Taylor,Michigan,7/9/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Future Fruit Farm,Ridgeway,Wisconsin,12/6/2012,"
Land Stewardship Project (LSP)
Slow Food USA ()
",1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Fuzz & Fur Farm, LLC",Fort Wayne,Indiana,12/9/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuzzbutt Farms,Sweet,Idaho,12/2/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Fyling S Land & Livestock,Cash Point,Tennessee,8/15/2022,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Grassroots Farm & Dairy,Marshall,North Carolina,2/12/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grey Arrow Farm,Camrose,Alberta,1/21/2021,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
GENESIS Microgreens,Apalachin,New York,3/24/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Galen Bontrager Farm,Kalona,Iowa,11/8/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden Delights Herb Farm,Brush Prairie,Washington,10/5/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Garden Next Door,Swanton,Ohio,6/4/2024,"
Ohio Ecological Food and Farm Association (OEFFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gardens of Khmet, LLC",Criglersville,Virginia,4/2/2024,"
Virginia Association for Biological Farming (VABF)
National Farm To School Network (FTS)
",1,1,0,0,0,1,0,0,0,0,0,1,0,0
Geosmin Regenerative,Austin,Texas,7/16/2024,"
Texas Organic Farmers & Gardeners Association (TOFGA)
American Pastured Poultry Producers (APPPA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Getman's Orchard & Vineyard,Bigfork,Montana,3/6/2024,"
Slow Food USA ()
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Getting Back to Nature,Greenville,Kentucky,4/3/2024,"
Southern SAWG (SSAWG)
Organic Association of Kentucky (OAK)
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glory Garden,Sioux Falls,South Dakota,12/6/2023,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
God's Bountiful Farm,Middlefield,Ohio,7/12/2024,,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Goetz Family Farm CSA,Riga,Michigan,2/26/2024,"
Michigan Agricultural Environmental Assurance Program (MAEAP)
",1,1,0,0,0,1,0,0,0,0,1,0,0,0
Golden Earthworm Organic Farm,Riverhead,New York,12/12/2023,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,1,0,0,0,0,0,0
Goldenrod Market Garden,Ogilvie,Minnesota,4/29/2024,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Good Dog Farm,Upperco,Maryland,4/2/2024,"
Future Harvest (CASA)
National Young Farmers Coalition (NYFC)
",1,0,1,0,1,0,0,0,0,0,0,0,0,0
Good Earth Farm,Weare,New Hampshire,10/20/2023,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Good Fortune Farm,Brandywine,Maryland,5/4/2024,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Good Keeper Farm,Gardners,Pennsylvania,4/12/2024,"
Pasa Sustainable Agriculture ()
",1,0,0,1,0,0,0,1,0,1,0,0,0,0
Grandpa's Farm,Loudon,New Hampshire,1/21/2024,,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Grass Corp.,Leopold,Indiana,1/8/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grateful Davis Organic Farm,Rainbow,California,9/19/2023,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Grateful Roots Gardens,Talking Rock,Georgia,3/10/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gravelly Run Farm,Hartly,Delaware,6/6/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GreatWool,Sauk Centre,Minnesota,2/10/2024,"
Land Stewardship Project (LSP)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Earth Harvest,Naperville,Illinois,4/6/2024,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Green Heron Growers,Sherman,New York,12/11/2023,"
Northeast Organic Farming Association (NOFA)
Slow Food USA ()
Buy Fresh, Buy Local ()
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Green Junction Farmstead,Clifton,Colorado,1/5/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Green Leaf Farms,Concord,North Carolina,7/16/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Green Love Goods,Miami,Florida,7/3/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Meadows Farm, LLC",Monticello,Florida,6/21/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Springs Flower Farm,Louisa,Virginia,3/15/2024,"
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Greystone Farm,Exeter,New Hampshire,1/25/2024,"
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Groundswell Community Farm,Zeeland,Michigan,9/29/2023,"
Ohio Ecological Food and Farm Association (OEFFA)
",1,1,0,1,0,1,0,0,0,0,0,0,0,0
Gulf Breeze Alpaca Ranch & Lodging,Lake City,Texas,1/4/2024,"
The Livestock Conservancy ()
Alpaca Owners Association, Inc. (AOA)
",1,0,0,0,0,0,0,0,0,0,1,0,0,0
Great Day Gardens,Forest,Virginia,4/20/2023,"
Virginia Association for Biological Farming (VABF)
Future Harvest (CASA)
National Young Farmers Coalition (NYFC)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
G & H Livestock and Poultry LLC,Mount Vernon,Iowa,5/2/2024,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Galloping Grazes,Ayden,North Carolina,2/21/2024,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,1,1,0,0,0,0
Ganges Meadows,Shelby,Ohio,6/5/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Garden Path,Cocoa,Florida,7/2/2024,"
Chefs Collaborative ()
Buy Fresh, Buy Local ()
",1,1,0,0,0,1,0,0,0,0,1,1,0,0
Garden of Eden Organics,Escondido,California,10/11/2023,"
California Certified Organic Farmers (CCOF)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Garlic,Rockford,Illinois,9/26/2023,,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Getz Family Farm,Kenly,North Carolina,1/3/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Gibbs Christmas Tree Farm,Citra,Florida,11/9/2023,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Gillian Gifford,Jacksonville,Oregon,11/28/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Gina Marcell,Salida,Colorado,3/6/2024,,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"Ginter Family Farm, LLC",Tye River,Virginia,5/8/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Giselle Borges,Arlignton,Texas,11/4/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gizzard Creek Farm,Sequatchie,Tennessee,4/14/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glenview Acres,North Lawrence,Ohio,8/28/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Glenview Acres - Mt Vernon, OH Monthly Delivery",Mt Vernon,Ohio,8/29/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Glory B Farm,Ballard,West Virginia,3/13/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Gnome Hollow at Dixon Hill Farms, LLC",Greeneville,Tennessee,6/2/2024,"
Farmer Veteran Coalition (FVC)
",1,0,0,0,0,0,0,0,0,1,1,0,0,0
Goat Woods Farm,Williamsburg,Kentucky,7/29/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goatilicious LLC,New Braunfels,Texas,7/30/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Goddess Greens,Pandora,Ohio,11/7/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gold Hill Blueberry Farm,Unionville,Virginia,7/3/2024,"
Virginia Association for Biological Farming (VABF)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Golden Girls Dairy,Morrison,Tennessee,6/7/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gondek Acres,Howell,Michigan,1/10/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Good Dirt Farm,Derry,Pennsylvania,2/7/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Greens Microgreens Farm,Knoxville,Tennessee,1/29/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Good Hope Farm,Cary,North Carolina,9/26/2023,"
Carolina Farm Stewardship Association (CFSA)
",1,1,0,0,0,0,0,0,0,0,0,1,0,0
Good Life Farm,SOMERSET,Wisconsin,4/29/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Good Measure Farm,Spring City,Tennessee,3/7/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Thyme Farm,Danville,Kentucky,12/8/2023,"
The Livestock Conservancy ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
GoodEetens Produce,Everly,Iowa,9/26/2023,"
Practical Farmers of Iowa (PFI)
National Farm To School Network (FTS)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Goodie Farm,Cherry Valley,California,1/15/2024,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Goodson's Gardens,Jacksonville,Florida,8/13/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gorman Farms,Laurel,Maryland,11/9/2023,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Gossamer Hill Farm,Lake Ariel,Pennsylvania,3/1/2024,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grace Fields Farm,Flint,Michigan,2/26/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Grace Heritage Farms,Fontana,Kansas,1/25/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grace Hill Farm LLC,Nunn,Colorado,5/9/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Gracie's Lavender Farm,Catawissa,Pennsylvania,1/31/2024,"
United States Lavender Growers Association (USLGA)
Farmer Veteran Coalition (FVC)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Grams Family Farm,Munfordville,Kentucky,8/17/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grandad Farms,Emmett,Idaho,2/6/2024,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Grandma & Grandpa's Farm, LLC",Sparland,Illinois,3/18/2024,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grandpa's Farm - An Ohio Bee Farm,USA,Ohio,9/26/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Grange Therapie Red Wolf Rabbit Ranch,Uniontown,Arkansas,10/14/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grateful Plate Farmstead,Rathdrum,Idaho,11/21/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Gray Shipley,VILAS,North Carolina,6/30/2024,"
National Farm To School Network (FTS)
Carolina Farm Stewardship Association (CFSA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Graystem Farm LLC,Powhatan,Virginia,5/30/2024,"
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Grazy Days Family Farm,Union Bridge,Maryland,7/6/2024,"
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Great Lakes Honey,St. Clair,Michigan,4/4/2024,,1,1,0,0,1,1,0,0,0,1,0,0,0,0
Great Malus Beef,Rainier,Oregon,11/4/2023,"
American Grassfed Association (AGA)
",1,1,0,0,0,1,0,0,1,1,0,0,0,0
Green Family Farm,Commerce,Texas,12/14/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Green Gate Farms,Austin,Texas,2/15/2024,"
Southern SAWG (SSAWG)
Slow Food USA ()
National Farm To School Network (FTS)
Texas Organic Farmers & Gardeners Association (TOFGA)
Farm and Ranch Freedom Alliance (FARFA)
",1,0,0,1,0,1,0,1,0,0,0,0,0,0
Green Journey Seeds,Veneta,Oregon,12/5/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Leaf Worm Farm,Port Charlotte,Florida,9/26/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Pastures,Coopersville,Michigan,3/16/2024,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Green Thumb Farm,Stockton,Missouri,6/15/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Wagon Farm,Ada,Michigan,10/4/2023,"
Michigan Farmers Market Association (MIFMA)
National Young Farmers Coalition (NYFC)
",1,0,1,1,0,0,0,0,0,0,0,0,0,0
Greenacres Farmstore,Cincinnati,Ohio,3/26/2024,"
Ohio Ecological Food and Farm Association (OEFFA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Greene Family Farm,Shelby,North Carolina,11/6/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Greens Fruit Farm,Elysburg,Pennsylvania,5/12/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens Of Pronto,Troy,Alabama,6/25/2024,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Greentree Naturals,Sandpoint,Idaho,3/27/2024,,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Gresczyk Farms LLC,New Hartford,Connecticut,9/27/2023,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Greystones Farm,Millbury,Massachusetts,8/9/2024,,1,0,0,0,0,1,0,0,0,1,1,0,0,0
Grier Peach Orchard,Alto,Georgia,6/19/2024,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Groffman's Fresh Produce,Colbert,Washington,3/5/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Grounded Greens,,Louisiana,8/5/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Groundwork Market Garden,Buffalo,New York,12/2/2023,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Grove Ladder Farm,Arcadia,Florida,6/14/2024,"
American Pastured Poultry Producers (APPPA)
The Livestock Conservancy ()
American Grassfed Association (AGA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Grow It 4 Dinner,Walker Co,Texas,6/4/2024,"
Texas Organic Farmers & Gardeners Association (TOFGA)
American Pastured Poultry Producers (APPPA)
Farm and Ranch Freedom Alliance (FARFA)
Buy Fresh, Buy Local ()
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,1,0,1,0,0
Grower Jim's Plants and Produce LLC,Apopka,Florida,9/29/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gutierrez Family Farms,Nampa,Idaho,3/28/2024,"
Chefs Collaborative ()
Idaho Farm Bureau (IFB)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
GTS  Farms,Halifax,Virginia,9/20/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gage's Gardens,Spearfish,South Dakota,3/8/2023,,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Gallatin Valley Botanical,Bozeman,Montana,2/7/2023,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Galloway Manor,Mechanicsville,Virginia,2/7/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardener's Workshop Farm,Newport News,Virginia,4/6/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gardens On Air - A Local Farm, Inc",Hokes Bluff,Alabama,9/20/2022,"
National Farm To School Network (FTS)
Buy Fresh, Buy Local ()
Farmer Veteran Coalition (FVC)
",1,1,1,1,1,1,0,0,0,0,0,0,0,0
